id,objet,variable,valeur,operateur,date,annotations,fichier,methode,groupe_variables,heure,commentaire,code,type,parent,surface,cepage,clone_cepage,portegreffe,clone_portegreffe,date_debut,date_fin,densite_plantation,orientation,entre_rangs,entre_ceps,mode_conduite,systeme_taille,nb_rangs,nb_souches,piquets,geometry,description,surgreffage,rang,position_rang,groupeAccess,nom,region,type_sol,cadastre,profondeur_sol,adresse,label,systeme_irrigation,date_install_si
93118,85-RUN-3322-285-N-R11B3,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-285-N-R11B3,sous-parcelle,85-RUN-3322-285-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93119,85-RUN-3322-343-N-R11B4,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-343-N-R11B4,sous-parcelle,85-RUN-3322-343-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93120,85-RUN-3328-168-N-R10B6,VeraisonRamollissement,12,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-168-N-R10B6,sous-parcelle,85-RUN-3328-168-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93121,85-RUN-3328-306-N-R10B5,VeraisonRamollissement,32,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-306-N-R10B5,sous-parcelle,85-RUN-3328-306-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93122,85-RUN-3347-330-B-R12B5,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-330-B-R12B5,sous-parcelle,85-RUN-3347-330-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93123,85-RUN-3347-342-B-R13B2,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-342-B-R13B2,sous-parcelle,85-RUN-3347-342-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93071,85-RUN-3347-365-B-R11B5,MiFlowering,1,emmanuelle.zumstein,2016-06-06,\N,\N,Calcul,Phenologie,\N,NA,85-RUN-3347-365-B-R11B5,sous-parcelle,85-RUN-3347-365-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93126,85-RUN-Marselan-R2B2,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Marselan-R2B2,sous-parcelle,85-RUN-Marselan,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93127,85-RUN-Merlot-R2B3,VeraisonRamollissement,4,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Merlot-R2B3,sous-parcelle,85-RUN-Merlot,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93128,85-RUN-Syrah-R2B1,VeraisonRamollissement,30,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Syrah-R2B1,sous-parcelle,85-RUN-Syrah,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93129,85-RUN-3084-2-46-N-R4B1,VeraisonRamollissement,14,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3084-2-46-N-R4B1,sous-parcelle,85-RUN-3084-2-46-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93130,85-RUN-3160-27-4-N-R4B2,VeraisonRamollissement,40,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3160-27-4-N-R4B2,sous-parcelle,85-RUN-3160-27-4-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93131,85-RUN-3161-22-4-N-R4B3,VeraisonRamollissement,46,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3161-22-4-N-R4B3,sous-parcelle,85-RUN-3161-22-4-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93132,85-RUN-3180-16-8-N-R5B1,VeraisonRamollissement,28,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3180-16-8-N-R5B1,sous-parcelle,85-RUN-3180-16-8-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93133,85-RUN-3294-57-N-R10B7,VeraisonRamollissement,10,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3294-57-N-R10B7,sous-parcelle,85-RUN-3294-57-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93134,85-RUN-3322-178-N-R10B3,VeraisonRamollissement,28,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-178-N-R10B3,sous-parcelle,85-RUN-3322-178-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93135,85-RUN-3322-226-N-R11B2,VeraisonRamollissement,46,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-226-N-R11B2,sous-parcelle,85-RUN-3322-226-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93136,85-RUN-3322-285-N-R11B3,VeraisonRamollissement,6,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-285-N-R11B3,sous-parcelle,85-RUN-3322-285-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93137,85-RUN-3322-339-N-R10B2,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-339-N-R10B2,sous-parcelle,85-RUN-3322-339-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93138,85-RUN-3322-343-N-R11B4,VeraisonRamollissement,18,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-343-N-R11B4,sous-parcelle,85-RUN-3322-343-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93139,85-RUN-3328-168-N-R10B6,VeraisonRamollissement,34,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-168-N-R10B6,sous-parcelle,85-RUN-3328-168-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93140,85-RUN-3328-177-N-R10B4,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-177-N-R10B4,sous-parcelle,85-RUN-3328-177-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93141,85-RUN-3328-306-N-R10B5,VeraisonRamollissement,42,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-306-N-R10B5,sous-parcelle,85-RUN-3328-306-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93142,85-RUN-3347-320-B-R12B3,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-320-B-R12B3,sous-parcelle,85-RUN-3347-320-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93143,85-RUN-3347-330-B-R12B5,VeraisonRamollissement,10,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-330-B-R12B5,sous-parcelle,85-RUN-3347-330-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93144,85-RUN-3347-342-B-R13B2,VeraisonRamollissement,4,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-342-B-R13B2,sous-parcelle,85-RUN-3347-342-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93145,85-RUN-3347-365-B-R11B5,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-365-B-R11B5,sous-parcelle,85-RUN-3347-365-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93146,85-RUN-3347-396-B-R12B4,VeraisonRamollissement,0,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-396-B-R12B4,sous-parcelle,85-RUN-3347-396-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93147,85-RUN-3347-431-B-R11B7,VeraisonRamollissement,20,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-431-B-R11B7,sous-parcelle,85-RUN-3347-431-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93148,85-RUN-CabernetSauvignon-R3B1,VeraisonRamollissement,16,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-CabernetSauvignon-R3B1,sous-parcelle,85-RUN-CabernetSauvignon,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93149,85-RUN-Marselan-R2B2,VeraisonRamollissement,22,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Marselan-R2B2,sous-parcelle,85-RUN-Marselan,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93150,85-RUN-Merlot-R2B3,VeraisonRamollissement,30,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Merlot-R2B3,sous-parcelle,85-RUN-Merlot,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93151,85-RUN-Syrah-R2B1,VeraisonRamollissement,64,emmanuelle.zumstein,2016-07-28,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Syrah-R2B1,sous-parcelle,85-RUN-Syrah,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93152,85-RUN-3084-2-46-N-R4B1,VeraisonRamollissement,38,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3084-2-46-N-R4B1,sous-parcelle,85-RUN-3084-2-46-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93153,85-RUN-3160-27-4-N-R4B2,VeraisonRamollissement,64,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3160-27-4-N-R4B2,sous-parcelle,85-RUN-3160-27-4-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93154,85-RUN-3161-22-4-N-R4B3,VeraisonRamollissement,84,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3161-22-4-N-R4B3,sous-parcelle,85-RUN-3161-22-4-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93156,85-RUN-3294-57-N-R10B7,VeraisonRamollissement,34,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3294-57-N-R10B7,sous-parcelle,85-RUN-3294-57-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93157,85-RUN-3322-178-N-R10B3,VeraisonRamollissement,50,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-178-N-R10B3,sous-parcelle,85-RUN-3322-178-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93158,85-RUN-3322-226-N-R11B2,VeraisonRamollissement,70,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-226-N-R11B2,sous-parcelle,85-RUN-3322-226-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93159,85-RUN-3322-285-N-R11B3,VeraisonRamollissement,38,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-285-N-R11B3,sous-parcelle,85-RUN-3322-285-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93160,85-RUN-3322-339-N-R10B2,VeraisonRamollissement,8,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-339-N-R10B2,sous-parcelle,85-RUN-3322-339-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93161,85-RUN-3322-343-N-R11B4,VeraisonRamollissement,62,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-343-N-R11B4,sous-parcelle,85-RUN-3322-343-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93162,85-RUN-3328-168-N-R10B6,VeraisonRamollissement,72,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-168-N-R10B6,sous-parcelle,85-RUN-3328-168-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93163,85-RUN-3328-177-N-R10B4,VeraisonRamollissement,14,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-177-N-R10B4,sous-parcelle,85-RUN-3328-177-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93164,85-RUN-3328-306-N-R10B5,VeraisonRamollissement,68,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-306-N-R10B5,sous-parcelle,85-RUN-3328-306-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93165,85-RUN-3347-320-B-R12B3,VeraisonRamollissement,8,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-320-B-R12B3,sous-parcelle,85-RUN-3347-320-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93166,85-RUN-3347-330-B-R12B5,VeraisonRamollissement,28,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-330-B-R12B5,sous-parcelle,85-RUN-3347-330-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93167,85-RUN-3347-342-B-R13B2,VeraisonRamollissement,30,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-342-B-R13B2,sous-parcelle,85-RUN-3347-342-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93168,85-RUN-3347-364-B-R11B6,VeraisonRamollissement,0,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-364-B-R11B6,sous-parcelle,85-RUN-3347-364-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93169,85-RUN-3347-365-B-R11B5,VeraisonRamollissement,8,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-365-B-R11B5,sous-parcelle,85-RUN-3347-365-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93170,85-RUN-3347-368-B-R12B2,VeraisonRamollissement,0,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-368-B-R12B2,sous-parcelle,85-RUN-3347-368-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93171,85-RUN-3347-396-B-R12B4,VeraisonRamollissement,18,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-396-B-R12B4,sous-parcelle,85-RUN-3347-396-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93172,85-RUN-3347-431-B-R11B7,VeraisonRamollissement,28,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-431-B-R11B7,sous-parcelle,85-RUN-3347-431-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93173,85-RUN-CabernetSauvignon-R3B1,VeraisonRamollissement,48,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-CabernetSauvignon-R3B1,sous-parcelle,85-RUN-CabernetSauvignon,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93174,85-RUN-Marselan-R2B2,VeraisonRamollissement,60,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Marselan-R2B2,sous-parcelle,85-RUN-Marselan,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93175,85-RUN-Merlot-R2B3,VeraisonRamollissement,64,emmanuelle.zumstein,2016-08-01,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-Merlot-R2B3,sous-parcelle,85-RUN-Merlot,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93125,85-RUN-CabernetSauvignon-R3B1,VeraisonRamollissement,10,emmanuelle.zumstein,2016-07-25,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-CabernetSauvignon-R3B1,sous-parcelle,85-RUN-CabernetSauvignon,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93177,85-RUN-3294-57-N-R10B7,VeraisonRamollissement,60,emmanuelle.zumstein,2016-08-04,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3294-57-N-R10B7,sous-parcelle,85-RUN-3294-57-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93178,85-RUN-3322-178-N-R10B3,VeraisonRamollissement,48,emmanuelle.zumstein,2016-08-04,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-178-N-R10B3,sous-parcelle,85-RUN-3322-178-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93179,85-RUN-3322-285-N-R11B3,VeraisonRamollissement,62,emmanuelle.zumstein,2016-08-04,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-285-N-R11B3,sous-parcelle,85-RUN-3322-285-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93180,85-RUN-3322-339-N-R10B2,VeraisonRamollissement,28,emmanuelle.zumstein,2016-08-04,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3322-339-N-R10B2,sous-parcelle,85-RUN-3322-339-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93181,85-RUN-3328-177-N-R10B4,VeraisonRamollissement,50,emmanuelle.zumstein,2016-08-04,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3328-177-N-R10B4,sous-parcelle,85-RUN-3328-177-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93182,85-RUN-3347-320-B-R12B3,VeraisonRamollissement,32,emmanuelle.zumstein,2016-08-04,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-320-B-R12B3,sous-parcelle,85-RUN-3347-320-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
93183,85-RUN-3347-330-B-R12B5,VeraisonRamollissement,48,emmanuelle.zumstein,2016-08-04,\N,\N,Calcul,VeraisonRamollissement,\N,NA,85-RUN-3347-330-B-R12B5,sous-parcelle,85-RUN-3347-330-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
